"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: A Sequest HT"	"Score Sequest HT: B Sequest HT"	"Score Sequest HT: C Sequest HT"	"Score Sequest HT: D Sequest HT"	"Score Sequest HT: E Sequest HT"	"Score Sequest HT: F Sequest HT"	"Score Sequest HT: G Sequest HT"	"Score Sequest HT: H Sequest HT"	"Score Sequest HT: I Sequest HT"	"Score Sequest HT: J Sequest HT"	"Score Sequest HT: K Sequest HT"	"Score Sequest HT: L Sequest HT"	"Score Sequest HT: M Sequest HT"	"Score Sequest HT: N Sequest HT"	"Score Sequest HT: O Sequest HT"	"Score Sequest HT: P Sequest HT"	"# Peptides (by Search Engine): A Sequest HT"	"# Peptides (by Search Engine): B Sequest HT"	"# Peptides (by Search Engine): C Sequest HT"	"# Peptides (by Search Engine): D Sequest HT"	"# Peptides (by Search Engine): E Sequest HT"	"# Peptides (by Search Engine): F Sequest HT"	"# Peptides (by Search Engine): G Sequest HT"	"# Peptides (by Search Engine): H Sequest HT"	"# Peptides (by Search Engine): I Sequest HT"	"# Peptides (by Search Engine): J Sequest HT"	"# Peptides (by Search Engine): K Sequest HT"	"# Peptides (by Search Engine): L Sequest HT"	"# Peptides (by Search Engine): M Sequest HT"	"# Peptides (by Search Engine): N Sequest HT"	"# Peptides (by Search Engine): O Sequest HT"	"# Peptides (by Search Engine): P Sequest HT"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (F2) / (F1)"	"Abundance Ratio: (F3) / (F1)"	"Abundance Ratio: (F4) / (F1)"	"Abundance Ratio: (F5) / (F1)"	"Abundance Ratio: (F6) / (F1)"	"Abundance Ratio: (F7) / (F1)"	"Abundance Ratio: (F8) / (F1)"	"Abundance Ratio: (F9) / (F1)"	"Abundance Ratio: (F10) / (F1)"	"Abundance Ratio: (F11) / (F1)"	"Abundance Ratio: (F12) / (F1)"	"Abundance Ratio: (F13) / (F1)"	"Abundance Ratio: (F14) / (F1)"	"Abundance Ratio: (F15) / (F1)"	"Abundance Ratio: (F16) / (F1)"	"Abundances (Normalized): F1: Sample"	"Abundances (Normalized): F2: Sample"	"Abundances (Normalized): F3: Sample"	"Abundances (Normalized): F4: Sample"	"Abundances (Normalized): F5: Sample"	"Abundances (Normalized): F6: Sample"	"Abundances (Normalized): F7: Sample"	"Abundances (Normalized): F8: Sample"	"Abundances (Normalized): F9: Sample"	"Abundances (Normalized): F10: Sample"	"Abundances (Normalized): F11: Sample"	"Abundances (Normalized): F12: Sample"	"Abundances (Normalized): F13: Sample"	"Abundances (Normalized): F14: Sample"	"Abundances (Normalized): F15: Sample"	"Abundances (Normalized): F16: Sample"	"Abundance: F1: Sample"	"Abundance: F2: Sample"	"Abundance: F3: Sample"	"Abundance: F4: Sample"	"Abundance: F5: Sample"	"Abundance: F6: Sample"	"Abundance: F7: Sample"	"Abundance: F8: Sample"	"Abundance: F9: Sample"	"Abundance: F10: Sample"	"Abundance: F11: Sample"	"Abundance: F12: Sample"	"Abundance: F13: Sample"	"Abundance: F14: Sample"	"Abundance: F15: Sample"	"Abundance: F16: Sample"	"Abundances Count: F1: Sample"	"Abundances Count: F2: Sample"	"Abundances Count: F3: Sample"	"Abundances Count: F4: Sample"	"Abundances Count: F5: Sample"	"Abundances Count: F6: Sample"	"Abundances Count: F7: Sample"	"Abundances Count: F8: Sample"	"Abundances Count: F9: Sample"	"Abundances Count: F10: Sample"	"Abundances Count: F11: Sample"	"Abundances Count: F12: Sample"	"Abundances Count: F13: Sample"	"Abundances Count: F14: Sample"	"Abundances Count: F15: Sample"	"Abundances Count: F16: Sample"	"Found in Sample: [S1] F1: Sample"	"Found in Sample: [S2] F2: Sample"	"Found in Sample: [S3] F3: Sample"	"Found in Sample: [S4] F4: Sample"	"Found in Sample: [S5] F5: Sample"	"Found in Sample: [S6] F6: Sample"	"Found in Sample: [S7] F7: Sample"	"Found in Sample: [S8] F8: Sample"	"Found in Sample: [S9] F9: Sample"	"Found in Sample: [S10] F10: Sample"	"Found in Sample: [S11] F11: Sample"	"Found in Sample: [S12] F12: Sample"	"Found in Sample: [S13] F13: Sample"	"Found in Sample: [S14] F14: Sample"	"Found in Sample: [S15] F15: Sample"	"Found in Sample: [S16] F16: Sample"	"# Protein Groups"	"Modifications"
"9037349892504840241"	"False"	"High"	"IsMasterProtein"	"O00764"	"Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1"	"0.000"	"29.152"	"29"	"6"	"13"	"6"	"312"	"35.1"	"6.13"	""	"5.23"	""	"6.31"	""	"2.65"	""	"3.20"	""	"5.44"	"3.32"	"3.82"	""	"14.89"	""	""	""	"1"	""	"2"	""	"1"	""	"1"	""	"2"	"1"	"1"	""	"3"	""	""	"0"	"0"	"0.529"	"18.995"	"0.321"	"0.708"	"0.336"	"0.428"	"0.324"	"0.481"	"1.329"	"0.595"	"0.318"	"100.000"	"1.122"	"100.000"	"100.000"	"12692890.0791821"	"12575135.9074523"	"45330265.146493"	"7011199.5898603"	"37146931.4161881"	"9401227.0625"	"35540114.1515259"	"7871554.3204488"	"41720223.4467489"	"4409455.40207202"	"35643598.1944867"	"6864478.72738944"	"714284991.157444"	"41594379.0607668"	"296774599.445381"	"303693134.822671"	"5445332.09960938"	"11923312.5"	"26424818.625"	"5354616.625"	"16583537.1875"	"9401227.0625"	"18002660.8125"	"4957724.9765625"	"21142435.9375"	"4355091.6875"	"18996570.9375"	"4443837.9375"	"38087796"	"15327970.875"	"24602142"	"16013425"	"3"	"3"	"4"	"2"	"3"	"4"	"4"	"5"	"4"	"3"	"3"	"4"	"1"	"3"	"1"	"1"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"1365252663665012706"	"False"	"High"	"IsMasterProtein"	"P49589"	"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS PE=1 SV=3"	"0.000"	"28.174"	"10"	"5"	"13"	"5"	"748"	"85.4"	"6.76"	""	"3.92"	"1.86"	""	""	"3.26"	"1.77"	"3.01"	"2.87"	"11.66"	"4.24"	"7.73"	""	"1.79"	""	""	""	"1"	"1"	""	""	"1"	"1"	"1"	"1"	"3"	"1"	"2"	""	"1"	""	""	"0"	"0"	"1.174"	"1.069"	"1.002"	"1.543"	"1.764"	"1.313"	"1.490"	"1.306"	"1.797"	"1.111"	"1.827"	""	"1.523"	""	""	"7069422.63860061"	"10982900.8897747"	"9907818.50088758"	"7174032.81501117"	"9708212.61187815"	"12962013.75"	"8158645.72470768"	"10046280.482691"	"11138963.6670452"	"12816780.7496601"	"6426356.07316812"	"15327830.5155169"	"5646039.65006395"	"10167601.6412295"	"7543139.37669488"	"1978777.33247094"	"3032828.125"	"10413609.875"	"5775662.375"	"5478976.15625"	"4334045.875"	"12962013.75"	"4132719.75"	"6327428.3125"	"5644860.125"	"12658764"	"3424983.3125"	"9922733.75"	"301063.59375"	"3746869.296875"	"625314.25"	"104338.8828125"	"2"	"4"	"3"	"3"	"2"	"3"	"2"	"3"	"3"	"4"	"2"	"5"	"1"	"3"	"1"	"1"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"1333795596038477477"	"False"	"High"	"IsMasterProtein"	"P62877"	"E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1"	"0.000"	"26.811"	"19"	"2"	"13"	"2"	"108"	"12.3"	"6.96"	"9.66"	"3.59"	"4.30"	"10.57"	"4.01"	"2.44"	"3.74"	"2.95"	""	""	""	""	""	"4.03"	""	""	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	""	""	""	""	""	"1"	""	""	"0"	"0"	""	"0.819"	"1.107"	"0.999"	"0.856"	"1.021"	"0.371"	"0.550"	"0.624"	"0.690"	"0.785"	"0.010"	"0.964"	"16.834"	"11.394"	"7257568.10650898"	"1656200.89432223"	"3180330.61848829"	"6177700.2600889"	"7121170.73533612"	"4411961.875"	"6293090.06086365"	"4760464.78863718"	"4223523.50689794"	"2846899.24814081"	"4288146.53323112"	"5196054.18464143"	""	"3341494.84794235"	"17478210.9798886"	"11829676.770835"	"3113543.75"	"1570352.875"	"1853941.5"	"4718053.75"	"3179110.5"	"4411961.875"	"3187732.1875"	"2998273.8125"	"2140342.6875"	"2811800.125"	"2285405.625"	"3363754.71875"	""	"1231376.375"	"1448915.875"	"623766.625"	"3"	"1"	"2"	"3"	"3"	"2"	"3"	"3"	"2"	"2"	"2"	"3"	""	"1"	"1"	"1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-8312057505130700222"	"False"	"High"	"IsMasterProtein"	"P06865"	"Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2"	"0.000"	"23.977"	"21"	"6"	"13"	"6"	"529"	"60.7"	"5.16"	""	"8.68"	""	"6.48"	""	"7.47"	""	"2.28"	""	"11.23"	""	"5.14"	""	""	""	""	""	"3"	""	"2"	""	"2"	""	"1"	""	"3"	""	"2"	""	""	""	""	"0"	"0"	"1.503"	"0.782"	"1.188"	"0.010"	"1.801"	"0.447"	"1.086"	"0.417"	"1.903"	"0.853"	"0.968"	"0.010"	"0.010"	"0.010"	"0.010"	"2469752.28267757"	"2578920.74746176"	"2072651.23677961"	"3781736.11890179"	""	"3201039.9375"	"967019.187240456"	"2047790.56809954"	"902571.879881778"	"4742941.41626968"	"1460758.77960746"	"2244386.47699967"	""	""	""	""	"1059539.734375"	"2445244.1875"	"1208231.03125"	"2888200.0625"	""	"3201039.9375"	"489838.5625"	"1289755.75"	"457393.71875"	"4684466.1875"	"778524.3125"	"1452942.046875"	""	""	""	""	"2"	"2"	"3"	"4"	""	"2"	"1"	"2"	"1"	"3"	"2"	"3"	""	""	""	""	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3668723528538727638"	"False"	"High"	"IsMasterProtein"	"Q9UDT6"	"CAP-Gly domain-containing linker protein 2 OS=Homo sapiens OX=9606 GN=CLIP2 PE=1 SV=1"	"0.000"	"20.560"	"5"	"3"	"13"	"3"	"1046"	"115.8"	"6.73"	"6.65"	"3.28"	"11.34"	"3.96"	"4.30"	""	"5.85"	""	"2.67"	""	"5.40"	""	""	""	""	""	"2"	"1"	"3"	"1"	"1"	""	"2"	""	"1"	""	"2"	""	""	""	""	""	"0"	"0"	"100.000"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	"100.000"	""	""	"766699.193459677"	"768040.521362103"	""	""	""	""	""	""	""	""	""	""	""	"322431.363085578"	""	""	"726957.875"	"447721.4375"	""	""	""	""	""	""	""	""	""	""	""	"26729.046875"	""	""	"1"	"1"	""	""	""	""	""	""	""	""	""	""	""	"1"	""	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"-6175620915795625691"	"False"	"High"	"IsMasterProtein"	"Q13151"	"Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1"	"0.000"	"27.234"	"25"	"5"	"13"	"5"	"305"	"30.8"	"9.29"	"4.53"	"7.71"	""	"2.74"	"3.45"	"4.60"	""	""	"3.22"	"12.62"	""	"8.90"	""	"4.94"	""	""	"1"	"2"	""	"1"	"1"	"1"	""	""	"1"	"2"	""	"2"	""	"1"	""	""	"0"	"0"	"0.554"	"1.209"	"0.427"	"1.498"	"1.011"	"0.759"	"0.454"	"0.806"	"0.725"	"1.912"	"0.475"	"0.010"	"1.698"	"0.323"	"0.010"	"10817855.816843"	"11069961.8858421"	"7130783.9842659"	"6324124.36045764"	"16356332.2307769"	"8418122.875"	"12003342.5707956"	"8028524.80314767"	"15199723.7905866"	"6436338.31708774"	"11278756.4228606"	"7345787.38312632"	""	"16816016.3932669"	"1903201.87032404"	""	"4640930.25"	"10496158.125"	"4156818.25"	"4829881.25"	"7301971.75"	"8418122.875"	"6080231.03125"	"5056589.375"	"7702719.6875"	"6356985.375"	"6011113"	"4755421.34375"	""	"6196880.8125"	"157772.40625"	""	"3"	"4"	"1"	"3"	"2"	"3"	"3"	"4"	"3"	"3"	"1"	"4"	""	"3"	"1"	""	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"2183625062591563072"	"False"	"High"	"IsMasterProtein"	"Q9NZT1"	"Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2"	"0.000"	"16.136"	"32"	"3"	"13"	"3"	"146"	"15.9"	"4.44"	""	""	""	"2.92"	""	""	""	""	""	"6.35"	""	"4.65"	"2.31"	""	"8.47"	"8.34"	""	""	""	"1"	""	""	""	""	""	"2"	""	"2"	"1"	""	"2"	"3"	"0"	"0"	""	"0.945"	"1.390"	"0.010"	""	"1.337"	"0.010"	"0.010"	"5.090"	"1.090"	"1.834"	"11.483"	"1.474"	"23.978"	"10.711"	"1292783.7929585"	"996984.23302367"	"1221981.53412744"	"4066939.7809034"	""	"3466692.625"	"1728809.37421483"	""	""	"13051449.9618386"	"1409034.92186304"	"3617550.89247204"	"20308642.346579"	"1906137.85153485"	"41420174.4741508"	"31041729.7108884"	"554612.625"	"945306.25"	"712341.75"	"3106016.75"	""	"3466692.625"	"875719.4375"	""	""	"12890540"	"750957.625"	"2341883.5625"	"1082917.09375"	"702432.0625"	"3433666.546875"	"1636798.3125"	"1"	"1"	"1"	"2"	""	"2"	"1"	""	""	"3"	"1"	"2"	"2"	"1"	"3"	"3"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-1822360151641721881"	"False"	"High"	"IsMasterProtein"	"Q9NP81"	"Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1"	"0.000"	"4.622"	"1"	"1"	"13"	"1"	"518"	"58.2"	"8.13"	"2.31"	""	"2.88"	"2.46"	""	"2.03"	"4.60"	"3.88"	"2.28"	"2.22"	"4.48"	"2.25"	""	""	""	""	"1"	""	"1"	"1"	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	""	""	""	"0"	"0"	"0.126"	"0.720"	"0.284"	"1.175"	"0.271"	"0.827"	"0.264"	"1.046"	"0.259"	"0.782"	"0.308"	"0.011"	"0.874"	"0.056"	"0.010"	"36382974.8763366"	"6757640.32768554"	"36362085.1628867"	"13973718.5920695"	"51749445.246377"	"14823343"	"37941626.0880853"	"14844216.019864"	"54335965.0313634"	"14539192.6863211"	"36943760.6152038"	"17796890.4350168"	"409312.798955578"	"37994514.4617706"	"2039148.57688328"	""	"15608532"	"6407362.75"	"21196909"	"10672054.75"	"23102550.25"	"14823343"	"19219134.25"	"9349302.25"	"27535678.5"	"14359940.5"	"19689504"	"11521122"	"21825.7734375"	"14001382.5"	"169042.171875"	""	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	""	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"1"	""
"6391839617332390225"	"False"	"High"	"IsMasterProtein"	"P07203"	"Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4"	"0.000"	"31.133"	"31"	"4"	"13"	"4"	"203"	"22.1"	"6.55"	"17.23"	""	"4.62"	""	"9.71"	""	"6.40"	""	"6.51"	""	"2.50"	""	""	""	""	""	"3"	""	"1"	""	"2"	""	"1"	""	"2"	""	"1"	""	""	""	""	""	"0"	"0"	"0.580"	"0.905"	"0.473"	"0.956"	"0.414"	"0.815"	"0.304"	"1.064"	"1.096"	"0.727"	"0.265"	"0.010"	"0.522"	"1.141"	"2.665"	"18728057.5670356"	"4044108.02136731"	"11721152.6272069"	"3901386.37071072"	"14711282.3483413"	"2045942"	"10683841.6813658"	"2776224.90854873"	"19203721.7674418"	"5313359.47841136"	"13700077.2927235"	"973718.720696592"	""	"6409138.45455734"	"2674301.56448623"	"6244345.36795228"	"8034458.0625"	"3834484.5"	"6832727.125"	"2979579.75"	"6567570.6875"	"2045942"	"5411844.6875"	"1748544.0625"	"9731814.0625"	"5247851.625"	"7301577.375"	"630353.5"	""	"2361835.65625"	"221695.34375"	"329257.875"	"5"	"3"	"4"	"3"	"3"	"2"	"4"	"3"	"5"	"2"	"5"	"1"	""	"3"	"1"	"1"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"3038689840563559267"	"False"	"High"	"IsMasterProtein"	"Q8WWM7"	"Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2"	"0.000"	"10.683"	"3"	"2"	"13"	"2"	"1075"	"113.3"	"8.59"	"5.16"	"3.24"	"3.47"	"3.05"	"3.95"	""	"5.91"	""	"3.23"	"3.72"	"4.34"	"4.43"	""	"7.47"	""	""	"1"	"1"	"1"	"1"	"1"	""	"2"	""	"1"	"1"	"1"	"1"	""	"1"	""	""	"0"	"0"	"0.715"	"1.185"	"0.466"	"0.789"	"0.385"	"1.594"	""	"0.769"	"0.352"	"0.950"	"0.508"	"0.936"	"1.199"	"1.848"	"1.086"	"6074416.98145484"	"3318531.25527633"	"7155684.92325201"	"2833837.37541582"	"2698199.06235558"	"2524303.8125"	"9851387.83164323"	"1324948.92556173"	"5907769.02354874"	"1205003.74010911"	"3248701.59326303"	"3122631.8667413"	"2483084.81579212"	"4103460.65396234"	"4903512.03031915"	"2882356.38244654"	"2605964.25"	"3146517.5"	"4171334"	"2164267.6875"	"1204559.375"	"2524303.8125"	"4990169.5"	"834489.875"	"2993862.875"	"1190147.375"	"1731424.25"	"2021489.25"	"132405.453125"	"1512168.875"	"406493.34375"	"151983.671875"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"157541479094675987"	"False"	"High"	"IsMasterProtein"	"Q96AB3"	"Isochorismatase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ISOC2 PE=1 SV=1"	"0.000"	"6.587"	"16"	"2"	"13"	"2"	"205"	"22.3"	"7.77"	"3.45"	"5.99"	""	"3.78"	"3.58"	"6.94"	"4.10"	"2.09"	"3.71"	"5.13"	""	"4.15"	""	"2.90"	""	""	"1"	"2"	""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	""	"1"	""	"1"	""	""	"0"	"0"	"0.485"	"0.370"	"0.370"	"0.530"	"0.421"	"0.312"	"0.249"	"0.498"	"0.410"	"0.560"	"0.277"	"0.010"	"0.577"	"5.723"	"0.010"	"8378709.24170914"	"4395955.34470662"	"3447399.01089838"	"3865425.54000683"	"5425134.23627374"	"3878319"	"3803715.21853941"	"2830423.66273575"	"4851730.86919578"	"3169085.51139061"	"3813107.5087105"	"2355713.92985996"	""	"3934064.25194958"	"8954416.46884559"	""	"3594520.5625"	"4168094.0625"	"2009626.3125"	"2952115.625"	"2421947.4375"	"3878319"	"1926752.25"	"1782679.953125"	"2458697.5"	"3130014.1875"	"2032229.375"	"1525011.78125"	""	"1449744.5"	"742306.875"	""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	""	"1"	"1"	""	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-8841542805290732868"	"False"	"High"	"IsMasterProtein"	"P69905"	"Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2"	"0.000"	"10.968"	"23"	"4"	"13"	"4"	"142"	"15.2"	"8.68"	"0.00"	""	"2.45"	""	"4.44"	"2.42"	""	""	"4.91"	""	"4.44"	""	""	"6.50"	""	""	"1"	""	"2"	""	"2"	"1"	""	""	"1"	""	"2"	""	""	"3"	""	""	"0"	"0"	"0.165"	"1.624"	"0.174"	"1.732"	"0.178"	"2.234"	"0.010"	"1.556"	"0.260"	"1.466"	"0.177"	"0.269"	"2.346"	"0.144"	"0.312"	"21197613.0650984"	"346795.068215358"	"32430066.8032792"	"1995070.75853026"	"37343371.261471"	"5048284.6875"	"43726948.7686422"	""	"38140460.1818931"	"1996098.24908854"	"34449571.3140548"	"2073575.58294002"	"4127494.77591573"	"47458336.4151527"	"1227053.58050903"	"5385778.934896"	"9093913.375"	"328819.1875"	"18904778.75"	"1523682.0625"	"16671234"	"5048284.6875"	"22149659.5"	""	"19328329.75"	"1971488.5625"	"18360203.75"	"1342364.6875"	"220090.2734375"	"17488901.5"	"101720.7890625"	"283986.5546875"	"4"	"1"	"4"	"3"	"4"	"4"	"4"	""	"4"	"2"	"4"	"2"	"2"	"4"	"1"	"3"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"6043463436452304537"	"False"	"High"	"IsMasterProtein"	"Q5SSJ5"	"Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1"	"0.000"	"19.883"	"8"	"4"	"13"	"4"	"553"	"61.2"	"9.67"	""	"5.85"	""	"3.47"	"2.59"	"8.94"	""	"3.40"	"2.34"	"3.71"	""	"8.87"	""	"4.77"	""	""	""	"2"	""	"1"	"1"	"2"	""	"2"	"1"	"1"	""	"2"	""	"1"	""	""	"0"	"0"	"0.364"	"1.233"	"0.463"	"0.562"	"0.312"	"0.666"	"0.393"	"0.670"	"0.242"	"0.560"	"0.210"	"0.010"	"0.321"	"0.010"	"0.010"	"20707177.2917756"	"13424113.3754409"	"43297609.2980329"	"14833128.4832872"	"10523560.6651684"	"11346394.75"	"3275577.50984743"	"14059852.3186983"	"22534517.6913599"	"5622452.50400319"	"3038806.57561188"	"11798773.0709937"	""	"14835800.2853635"	""	""	"8883513.25"	"12728283.8125"	"25239902.5"	"11328406.125"	"4698042.421875"	"11346394.75"	"1659226.828125"	"8855288.0625"	"11419751.796875"	"5553133.875"	"1619558.84375"	"7638137.9375"	""	"5467150.125"	""	""	"2"	"4"	"3"	"4"	"3"	"4"	"2"	"4"	"3"	"3"	"2"	"4"	""	"3"	""	""	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-2254798804738061271"	"False"	"High"	"IsMasterProtein"	"O60271"	"C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=4"	"0.000"	"20.219"	"5"	"5"	"13"	"5"	"1321"	"146.1"	"5.15"	"3.82"	"7.61"	"2.64"	"3.74"	""	""	"6.06"	"3.00"	"5.44"	"2.03"	"2.69"	"2.61"	""	""	""	""	"1"	"2"	"1"	"1"	""	""	"2"	"1"	"2"	"1"	"1"	"1"	""	""	""	""	"0"	"0"	"0.549"	"0.924"	"0.442"	"0.623"	"0.449"	"0.776"	"0.385"	"0.637"	"0.475"	"0.871"	"0.381"	"0.556"	"1.247"	"11.479"	"0.420"	"6145494.68835338"	"3772287.25642002"	"5995137.68479928"	"1815068.80759369"	"4261326.16296625"	"6471511.1875"	"9233105.55212186"	"5002110.09358616"	"7258238.91490752"	"5958802.00938423"	"7733823.70147126"	"4703258.85723028"	"14905933.9095284"	"4350623.80837482"	"12134364.8029104"	"11396013.1790882"	"2636457.046875"	"3576753.375"	"3494804.75"	"1386210.375"	"1902387.578125"	"6471511.1875"	"4676981.8125"	"3150468.78125"	"3678236.5625"	"5885336.5625"	"4121809.75"	"3044735.21875"	"794828.642578125"	"1603251.125"	"1005919.53125"	"600899.9921875"	"3"	"3"	"3"	"2"	"3"	"4"	"4"	"4"	"3"	"4"	"4"	"4"	"2"	"3"	"2"	"2"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-7463196673493200714"	"False"	"High"	"IsMasterProtein"	"P01116"	"GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1"	"0.000"	"17.920"	"20"	"3"	"13"	"1"	"189"	"21.6"	"6.77"	""	"1.88"	"1.97"	"8.88"	""	"4.08"	"2.26"	"3.93"	"1.71"	"6.23"	"2.34"	"3.44"	""	""	""	""	""	"1"	"1"	"3"	""	"1"	"1"	"1"	"1"	"2"	"1"	"1"	""	""	""	""	"0"	"0"	"1.183"	"0.588"	"1.057"	"0.465"	"0.950"	"0.761"	"0.951"	"0.542"	"1.000"	"0.821"	"0.784"	""	"0.712"	""	""	"1667997.67628057"	"1973590.83050824"	"981370.630624236"	"1762833.75862074"	"776152.070758528"	"1584802.75"	"3870610.82875719"	"1585605.62261504"	"3135301.62002234"	"1667365.65177054"	"1369716.45443686"	"1308216.99112432"	"8530657.28603178"	"3580928.06932132"	"7119276.44490526"	"8931233.10869537"	"715581.8125"	"1871291.125"	"572080.0625"	"1346317.25"	"346498.25"	"1584802.75"	"1960637.875"	"998658.75"	"1588867.65625"	"1646808.875"	"730002.5"	"846896.6875"	"454879.96875"	"1319610.0625"	"590176.6875"	"470934.6875"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
